,country,description,designation,points,price,province,region,taster_name,title,variety,winery
669,France,"This is a delicious and fruity wine from the smallest Beaujolais cru. There are tannins although they are lost in the generous cushion of ripe blackberry and black-cherry fruits. It is a smooth, rounded wine that is packed with fruit at the moment. Give it time and it will mature well. Drink from 2018.",,93,18.0,Beaujolais,Chénas,Roger Voss,Domaine de Côtes Rémont 2015  Chénas,Gamay,Domaine de Côtes Rémont
670,US,"Winemaker Greg Morthole plays all the bells and whistles on this Burgundian-style Chardonnay. Barrel fermentation brings toast and sweet vanilla to the tropical fruit and green apple flavors, while the full malolactic fermentation adds notes of buttered popcorn. The acidity is racy and clean.",River West Vineyard,88,30.0,California,Russian River Valley,,Davis Bynum 2011 River West Vineyard Chardonnay (Russian River Valley),Chardonnay,Davis Bynum
671,US,"Skunky, this wine is thick and shiny, with a metallic edge. The fruit leans into notions of wild strawberry.",Estate Rosé of,83,29.0,California,Carneros,Virginie Boone,Peter Cellars 2016 Estate Rosé of Pinot Noir (Carneros),Pinot Noir,Peter Cellars
672,France,"This structured wine has 25-year old vines as its basis. It is concentrated and dense as well as bringing out the ripe berry fruits that are typical of 2012. With the structure and acidity well in place, this wine will age. Drink from 2017.",,88,10.0,Bordeaux,Bordeaux,Roger Voss,Château Arnaucosse 2012  Bordeaux,Bordeaux-style Red Blend,Château Arnaucosse
673,Italy,"This has a dark, inky color, with rich aromas of black fruit, spice, leather and soft chocolate. The mouthfeel is smooth and luscious.",Pianezzo,90,17.0,Piedmont,Dolcetto di Dogliani,,Francesco Boschis 2010 Pianezzo  (Dolcetto di Dogliani),Dolcetto,Francesco Boschis
674,Greece,"Orange peel, spice and lemon aromas start this Muscat out with spirit. On the palate, vanilla, toasted nut and lemon/orange flavors create a very pretty and balanced white. The wine finishes clean and crisp. An elegant choice that reflects the refined minerality for which Greece is known.",,90,13.0,Patras,,Susan Kostrzewa,Loukatos NV Muscat (Patras),Muscat,Loukatos
675,US,"A bright red wine rustic in black plum and cherry flavor, lightweight and easy, a rightful companion to spaghetti and meatballs or even a BLT.",Smokey Ridge Ranch,86,20.0,California,El Dorado,Virginie Boone,Auriga 2010 Smokey Ridge Ranch Sangiovese (El Dorado),Sangiovese,Auriga
676,US,"Dusty mineral and bramble notes lend a savory, slightly rustic feel to this dry-style Riesling. It's delicate in body and concentration, but refreshing and zesty with lime acidity.",Dry,84,17.0,New York,Seneca Lake,Anna Lee C. Iijima,Bellangelo 2013 Dry Riesling (Seneca Lake),Riesling,Bellangelo
677,Italy,"Enticing scents of fragrant white flower, stone fruit and crushed herb lead the way while the creamy, savory palate doles out white peach, mature yellow apple and tangerine zest. A blast of mineral energy lifts the lingering finish.",Limne,92,18.0,Lombardy,Lugana,Kerin O’Keefe,Tenuta Roveglia 2015 Limne  (Lugana),Turbiana,Tenuta Roveglia
678,Chile,"This opaque Merlot is charred to the max, with burnt coffee, grilled beef and campfire aromas. The palate is wiry but mostly good in feel, while mossy, herbal-leaning flavors of toast, blackberry and black pepper finish with coffee and herbal notes.",Reserva,85,11.0,Maule Valley,,Michael Schachner,Viña Casas Patronales 2010 Reserva Merlot (Maule Valley),Merlot,Viña Casas Patronales
679,France,"Chardonnay from three grand cru villages in the Côte des Blancs, this tense mineral wine is bone dry with citrus and apple crispness. It is tight and nervy, still young and needing to age further. This will be ready to drink from late 2018.",Lilyale Grand Cru Blanc de Blancs Zéro Dosage,88,50.0,Champagne,Champagne,Roger Voss,Waris Hubert NV Lilyale Grand Cru Blanc de Blancs Zéro Dosage Chardonnay (Champagne),Chardonnay,Waris Hubert
680,Italy,"Apart from an obvious emphasis on oak-related aromas of vanilla, spice and carpentry shop, this is a satisfying Rosso that would pair with roast chicken, potatoes, garlic and rosemary. The garlic and rosemary would take the edge off those wood tones.",,87,20.0,Tuscany,Rosso di Montalcino,,Fattoria Scopone 2008  Rosso di Montalcino,Sangiovese Grosso,Fattoria Scopone
681,Italy,"Baked plum, ripe berry, baking spice, violet and leather aromas unfold on this concentrated wine. On the delicious palate, velvety tannins support fleshy black cherry, crushed raspberry, cinnamon and licorice while a tobacco note backs up the finish. It's already tempting but hold for added complexity. Drink 2018–2031.",Daginestra,94,40.0,Southern Italy,Aglianico del Vulture,Kerin O’Keefe,Grifalco 2011 Daginestra  (Aglianico del Vulture),Aglianico,Grifalco
682,Argentina,"The nose includes rubbery whiffs of berry, cherry and leather. On the palate, it feels solid but tomatoey, with zesty red-fruit acidity and flavors of red plum, herb, tobacco and spice. It turns more charred and peppery on the finish.",La Madras Vineyards,87,19.0,Mendoza Province,Mendoza,Michael Schachner,Ricardo Santos 2010 La Madras Vineyards Malbec (Mendoza),Malbec,Ricardo Santos
683,US,"The aromatics are faint on this wine, and the taste puckeringly tannic and raisiny with a strong taste of toffee on the finish.",Old Vine,82,24.0,California,Calaveras County,Virginie Boone,Milliaire 2010 Old Vine Zinfandel (Calaveras County),Zinfandel,Milliaire
684,US,"This is an impressive undertaking, made from estate vineyards across the region, all certified sustainable. Medium in build and intensity, it allows acidity to balance out the strong, interwoven tannin and power to remain buoyant in high-toned cherry and currant. It finishes with a flourish of cinnamon spice.",Grand Reserve,91,26.0,California,Sonoma County,Virginie Boone,Kendall-Jackson 2013 Grand Reserve Merlot (Sonoma County),Merlot,Kendall-Jackson
685,France,"A ripe and rounded wine, with friendly apricot and lemon flavors, richly toasty, leaving great acidity and bright fruits at the end.",,85,17.0,Burgundy,Mâcon-Villages,Roger Voss,Louis Chevallier 2009  Mâcon-Villages,Chardonnay,Louis Chevallier
686,US,"This wine is jammy and synthetic on the nose, with cherry, concord grape jelly and red Jell-o notes. More grape jelly flavors unfold on the palate, along with cherry pie. It's full bodied, but the tannins are harsh and the long finish is a touch warm.",Arrivato 1913 Ameritage,83,29.0,Virginia,Virginia,Carrie Dykes,James Charles 2015 Arrivato 1913 Ameritage Red (Virginia),Bordeaux-style Red Blend,James Charles
687,Austria,"A floral, aromatic wine, with flavors of crisp lemon and orange peel, green apple skins and grapefruit. There is just a hint of pepper in the aftertaste. Screwcap.",Sandgrube,86,16.0,Kremstal,,Roger Voss,Zimmermann 2007 Sandgrube Grüner Veltliner (Kremstal),Grüner Veltliner,Zimmermann
688,Australia,"Menzies is the name of Yalumba's Coonawarra estate, which is almost entirely devoted to Cabernet Sauvignon. Like most of the Yalumba wines, the oak levels have been pared back in recent vintages, allowing this wine's cassis fruit to to shine. Hints of tobacco, bay leaf and sage bring complexity, while the tannins are fine, adding a softly dusty feel to the long finish.",The Cigar Menzies Vineyard,92,26.0,South Australia,Coonawarra,Joe Czerwinski,Yalumba 2013 The Cigar Menzies Vineyard Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Yalumba
689,US,"Crisp green pear and a razor-thin sharpness cut into more lush kiwi and honeysuckle notes on the nose of this bottling. A steely line of Key lime slices through the white peach flavors once sipped, and the palate cleans up with a tense, chalky grip.",Glenrose Vineyard,91,27.0,California,Adelaida District,Matt Kettmann,Paix Sur Terre 2015 Glenrose Vineyard Grenache Blanc (Adelaida District),Grenache Blanc,Paix Sur Terre
690,US,"One of the winery's tasty bottlings that are odes to Bill Foley's Texas ranch roots, this offers aromas of crushed chalk, fresh apple blossoms and a ruby-red grapefruit peel tartness. The flavors surround a very clean line of lemon juice and lime pith, with more chalk, ripe apples and brisk nectarine. It's still tight and will age well.",JA Ranch,92,45.0,California,Sta. Rita Hills,Matt Kettmann,Foley 2012 JA Ranch Chardonnay (Sta. Rita Hills),Chardonnay,Foley
691,US,"This is a lovely Pinot to drink over the next several years with steak, lamb or a wild mushroom risotto. It's dry, silky and racy in acidity, with a cleansing mouthfeel. Sends tiers of sour cherry and raspberry candy, cola and white pepper across the palate, finishing long and spicy.",Hillside Reserve San Bernabe Vineyard,88,25.0,California,Monterey,,Fog Head 2011 Hillside Reserve San Bernabe Vineyard Pinot Noir (Monterey),Pinot Noir,Fog Head
692,US,"This gentle, quaffable wine offers light flavors of strawberry and apple. There's generous acidity, and despite the fairly substantial alcohol, it's modest in its proportions.",Pinot Noir,86,20.0,Oregon,Willamette Valley,Paul Gregutt,Van Duzer 2016 Pinot Noir Rosé (Willamette Valley),Rosé,Van Duzer
693,Italy,"This opens with an alluring fragrance of Spanish broom, wild flowers and a whiff of sea breeze. The palate delivers creamy white peach, juicy pineapple and lemon accented by hints of saline and mineral. It's still fresh and should develop more complexity. Drink now through 2015.",Cantorì,89,22.0,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Kerin O’Keefe,Accadia 2011 Cantorì  (Verdicchio dei Castelli di Jesi Classico Superiore),Verdicchio,Accadia
694,US,"Fermented in stainless steel barrels, this wine is a vibrant red hue, with strong dried cherry, cranberry and orange aromas. Full-bodied and concentrated, it's a dry and substantial rosé.",,90,18.0,California,Russian River Valley,Virginie Boone,K Squared Cellars 2016 Rosé (Russian River Valley),Rosé,K Squared Cellars
695,France,"This wine is lean, austere with high acidity that leaves fruit well behind. It is structured and dry, only hinting at black-currant freshness. This third-generation family estate also hosts monthly musical and tasting events and sells fruit, vegetables and honey.",,84,32.0,Bordeaux,Pessac-Léognan,Roger Voss,Château Bardins 2013  Pessac-Léognan,Bordeaux-style Red Blend,Château Bardins
696,US,"Just a touch of residual sugar (11 g/L) softens up the edges of this wine, which brings flavors of tart lemon, grapefruit pith and wet paper into play. Try it with prawns, shellfish or non-spicy noodle dishes.",Corral Creek Vineyards,88,29.0,Oregon,Chehalem Mountains,Paul Gregutt,Chehalem 2014 Corral Creek Vineyards Riesling (Chehalem Mountains),Riesling,Chehalem
697,Austria,Red berry flavors and a soft-but-spicy texture give this now-mature wine some ripeness. It has a raspberry jam character that's laced with acidity; its tannins are soft and mature.,Queen Esther Reserve,85,14.0,Burgenland,,Roger Voss,Hafner 2009 Queen Esther Reserve Blaufränkisch (Burgenland),Blaufränkisch,Hafner
698,US,"A very nice Pinot Noir that's dry and silky, with satisfying cherry, cola, oak and spice flavors. Not one to age, but fine for drinking now, and easily as good as many Pinots costing more.",Vintner's Reserve,87,19.0,California,California,,Kendall-Jackson 2010 Vintner's Reserve Pinot Noir (California),Pinot Noir,Kendall-Jackson
699,Spain,"Tropical fruit aromas suggest mango and melon, but this wine is fading and shows a mealy side upon airing. The palate remains citrusy in feel, with grapefruit, nectarine and citrus peel flavors coming in front of a pithy finish.",,86,12.0,Northern Spain,Rueda,Michael Schachner,V&R; 2013 Verdejo (Rueda),Verdejo,V&R;
700,Italy,"The grapes are Carignan and Merlot. Raim translates as “grape” in the Catalan dialect spoken in some parts of Sardinia. The aromas are light cherry plus some Brettanomyces. On the palate, you experience a full-bodied, well-balanced structure with some rough tannins. The finish is long, showing cherry and earth components. An interesting wine with grilled meats.",Raím,85,12.0,Sicily & Sardinia,Isola dei Nuraghi,,Sella & Mosca 1996 Raím Red (Isola dei Nuraghi),Red Blend,Sella & Mosca
701,Germany,"Delicate notes of waxy lemon peel and apple waft from this light-footed spätlese. Its honeyed sweetness penetrates to the core, accenting flavors of pressed apple and pear. The finish is zesty and spry, leaving only a hint of black-tea tannins.",Bernkasteler Badstube Spätlese,91,26.0,Mosel,,Anna Lee C. Iijima,Dr. Pauly Bergweiler 2015 Bernkasteler Badstube Spätlese Riesling (Mosel),Riesling,Dr. Pauly Bergweiler
702,Italy,"Inky-dark and superconcentrated. Notes of coal, licorice, crushed peppercorn, river stone and dark fruit are so big and bold, it's hard to imagine with which foods it would pair best.",Campogiovanni,91,60.0,Tuscany,Brunello di Montalcino,,San Felice 2007 Campogiovanni  (Brunello di Montalcino),Sangiovese Grosso,San Felice
703,US,"Woodspice, herb and coffee aromas vie for attention on this blend of Champoux (60%) and Ciel du Cheval vineyard fruit. The black-fruit flavors show a good sense of balance that lingers through the long, mesquite-accented finish.",Vineyard Select Reserve,90,40.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Gamache 2012 Vineyard Select Reserve Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Gamache
